Restaurant,Rating,Reviews,Price,City,State,ZipCode,Category
Trax,4.0,177,1,San Francisco,CA,94117,Gay Bars
Ha-Ra Club,4.0,224,1,San Francisco,CA,94109,Dive Bars
San Pancho's Tacos,5.0,52,1,San Francisco,CA,94124,Food Trucks
Michaelis Food Store,4.5,94,1,San Francisco,CA,94109,Grocery
Bay Subs & Deli,4.5,132,1,San Francisco,CA,94115,Sandwiches
Na Ya Dessert Cafe,3.5,377,1,San Francisco,CA,94121,Desserts
Latte Express,4.0,253,1,San Francisco,CA,94108,Coffee & Tea
JB's Place,4.0,151,1,San Francisco,CA,94107,Sandwiches
Temo Cafe,4.5,124,1,San Francisco,CA,94110,Coffee & Tea
Yin Du Wonton Noodle,3.5,335,1,San Francisco,CA,94133,Chinese
Tea Hut,4.0,138,1,San Francisco,CA,94115,Bubble Tea
My Canh,3.5,474,1,San Francisco,CA,94133,Vietnamese
Venga Empanadas,3.5,367,1,San Francisco,CA,94103,Empanadas
Pete's Barbeque,4.0,268,1,San Francisco,CA,94110,Barbeque
STEEP Creamery & Tea,4.0,173,1,San Francisco,CA,94107,Bubble Tea
Liquor Express & Deli,4.5,86,1,San Francisco,CA,94118,Salvadoran
Focaccia Market & Bakery,3.5,512,1,San Francisco,CA,94111,Sandwiches
Evergreen Garden Restaurant,3.5,355,1,San Francisco,CA,94110,Vietnamese
Taboun,4.0,208,1,San Francisco,CA,94117,Middle Eastern
Bini's Kitchen,4.0,162,1,San Francisco,CA,94104,Himalayan/Nepalese
V Cafe,4.0,244,1,San Francisco,CA,94103,Cheesesteaks
Kusina Ni Tess,4.0,215,1,San Francisco,CA,94102,Filipino
Heung Yuen Restaurant,4.0,241,1,San Francisco,CA,94110,Chinese
Fireside Bar,4.0,297,1,San Francisco,CA,94122,Cocktail Bars
Viking's Giant Submarines,4.0,238,1,San Francisco,CA,94123,Sandwiches
Iron Horse Coffee,4.5,88,1,San Francisco,CA,94108,Coffee & Tea
Cantata Coffee Company,4.0,234,1,San Francisco,CA,94117,Coffee & Tea
McTeague's Saloon,3.5,390,1,San Francisco,CA,94109,Pubs
Working Girls' Cafe,4.0,233,1,San Francisco,CA,94105,Sandwiches
Mission Bar,4.0,231,1,San Francisco,CA,94110,Dive Bars
El Norteno Taco Truck,4.0,176,1,San Francisco,CA,94103,Mexican
Cookie Love,4.0,145,1,San Francisco,CA,94109,Desserts
Pizzeria Avellino,4.0,293,1,San Francisco,CA,94123,Pizza
Southern Comfort Kitchen,4.5,198,2,San Francisco,CA,94102,Food Trucks
Taraval Okazu Ya Restaurant,3.5,834,2,San Francisco,CA,94116,Japanese
Plouf,3.5,1042,2,San Francisco,CA,94104,Seafood
Mario's Bohemian Cigar Store Cafe,4.0,546,2,San Francisco,CA,94133,Italian
Auntie April's Chicken-n-Waffles,4.0,589,2,San Francisco,CA,94124,Soul Food
Kui Shin Bo,3.5,650,2,San Francisco,CA,94115,Japanese
Kufuya Japanese Restaurant,4.0,475,2,San Francisco,CA,94121,Japanese
Say Cheese,4.5,303,2,San Francisco,CA,94117,Cheese Shops
Sakana Sushi & Grill,4.0,637,2,San Francisco,CA,94109,Sushi Bars
Bar 587,4.5,204,2,San Francisco,CA,94102,Lounges
Suzu Noodle House,3.5,1403,2,San Francisco,CA,94115,Noodles
Raven Bar,4.0,553,2,San Francisco,CA,94103,Lounges
Cocobang,3.5,802,2,San Francisco,CA,94102,Korean
111 Minna Gallery,3.5,756,2,San Francisco,CA,94105,Art Galleries
Cigar Bar & Grill,3.5,803,2,San Francisco,CA,94133,Bars
Pat's Cafe,4.0,638,2,San Francisco,CA,94133,Breakfast & Brunch
Viva Goa,4.0,400,2,San Francisco,CA,94123,Indian
Saffron Grill,4.0,481,2,San Francisco,CA,94117,Indian
Elephant Sushi,4.5,222,2,San Francisco,CA,94109,Sushi Bars
Barrel Head Brewhouse,4.0,487,2,San Francisco,CA,94117,Breweries
LaLe,4.0,347,2,San Francisco,CA,94122,Breakfast & Brunch
Bodega,4.5,160,2,San Francisco,CA,94133,Wine Bars
Ploy II,3.5,659,2,San Francisco,CA,94117,Thai
Hook Fish,4.5,294,2,San Francisco,CA,94122,Seafood
Sababa,4.5,275,2,San Francisco,CA,94108,Mediterranean
The Dark Horse Inn,4.5,287,2,San Francisco,CA,94112,Pubs
SAM's Diner,4.0,632,2,San Francisco,CA,94102,American (Traditional)
Anh Hong Bo 7 Mon,4.0,527,2,San Francisco,CA,94109,Vietnamese
Orenchi Beyond,4.0,526,2,San Francisco,CA,94103,Ramen
The Spot Lounge,4.0,543,2,San Francisco,CA,94116,Bars
Siam Lotus Thai Cuisine,4.0,407,2,San Francisco,CA,94117,Thai
707 Sutter,4.0,562,2,San Francisco,CA,94109,Korean
Akira Japanese Restaurant,4.5,262,2,San Francisco,CA,94109,Japanese
Hyde Street Seafood House And Raw Bar,3.5,754,2,San Francisco,CA,94109,Seafood
Wine Down,4.5,137,2,San Francisco,CA,94107,Wine Bars
Darren's Cafe,4.0,499,2,San Francisco,CA,94133,Vietnamese
Alba Ray's,4.0,313,2,San Francisco,CA,94110,Cajun/Creole
Ghirardelli Ice Cream & Chocolate Shop,4.0,461,2,San Francisco,CA,94105,Ice Cream & Frozen Yogurt
Tacko,4.0,671,2,San Francisco,CA,94123,Mexican
Sunflower Vietnamese Restaurant,3.5,725,2,San Francisco,CA,94107,Vietnamese
China Live,3.5,768,2,San Francisco,CA,94133,Chinese
Mixt,3.5,812,2,San Francisco,CA,94104,Vegetarian
Tara Indian Cuisine,4.5,266,2,San Francisco,CA,94114,Indian
Pachino Trattoria & Pizzeria,4.0,504,2,San Francisco,CA,94104,Pizza
Baby Blues BBQ,3.5,1044,2,San Francisco,CA,94110,Barbeque
Fermentation Lab,4.5,171,2,San Francisco,CA,94102,Gastropubs
Urban Curry Restaurant,4.0,632,2,San Francisco,CA,94133,Indian
Amarena,4.0,534,2,San Francisco,CA,94109,Italian
Patxi's Pizza,3.5,852,2,San Francisco,CA,94123,Pizza
Ella's American Kitchen,3.5,1011,2,San Francisco,CA,94115,Breakfast & Brunch
Empanada City,4.5,106,1,Brooklyn,NY,11225,Empanadas
Bigoi Venezia,4.5,138,1,New York,NY,10021,Italian
Two Boots East Village,3.5,336,1,New York,NY,10009,Pizza
Fatima's Halal Kitchen,4.0,327,1,Astoria,NY,11106,Chinese
King of Falafel & Shawarma - Cart,4.5,139,1,New York,NY,10022,Falafel
Sweatshop,4.5,301,1,Williamsburg,NY,11211,Coffee & Tea
Veggies Natural Juice Bar,4.5,125,1,Brooklyn,NY,11238,Juice Bars & Smoothies
Toasties,4.0,308,1,New York,NY,10019,Sandwiches
King's Kitchen,4.0,192,1,New York,NY,10002,Chinese
Brooklyn Doughnutry,5.0,68,1,Brooklyn,NY,11221,Desserts
The Bao Shoppe,4.0,164,1,New York,NY,10002,Asian Fusion
Yaya Tea Garden,4.0,171,1,New York,NY,10013,Bubble Tea
Johnny's Bar,4.0,223,1,New York,NY,10011,Dive Bars
The Breakfast Shack,4.5,104,1,Astoria,NY,11102,Food Trucks
Skinny Dennis,4.0,195,1,Brooklyn,NY,11211,Bars
Koronet Pizza,3.5,575,1,New York,NY,10025,Pizza
Boobie Trap,4.0,214,1,Brooklyn,NY,11237,Dive Bars
Bagel Boy,4.0,216,1,Brooklyn,NY,11209,Bagels
Stage Door Pizza,4.0,211,1,New York,NY,10007,Pizza
Marie's Crisis,4.0,342,1,New York,NY,10014,Gay Bars
The Little One,4.0,126,1,New York,NY,10002,Desserts
La Bellezza,4.0,238,1,New York,NY,10017,Pizza
Suzy's Roti Parlour,4.5,104,1,Brooklyn,NY,11218,Trinidadian
Schaller's Stube Sausage Bar,4.0,155,1,New York,NY,10028,Butcher
Xi'an Famous Foods,4.0,328,1,New York,NY,10025,Chinese
Jeremy's Ale House,4.0,257,1,New York,NY,10038,Dive Bars
The Taco Shop,4.0,289,1,New York,NY,10014,Mexican
Love Cafe,4.5,139,1,New York,NY,10029,Coffee & Tea
Bistro 647 at Lopez,4.0,190,1,Brooklyn,NY,11215,Coffee & Tea
Garlic New York Pizza Bar,3.5,378,1,New York,NY,10016,Italian
Lee Lee's Baked Goods,4.5,128,1,New York,NY,10026,Bakeries
Tacos Cholula,4.0,141,1,New York,NY,10009,Mexican
Double Down Saloon,3.5,309,1,New York,NY,10009,Dive Bars
16 Handles,4.0,274,1,New York,NY,10028,Desserts
Heaven's Hot Bagel,4.0,161,1,New York,NY,10002,Bagels
Taco Mix,4.0,320,1,New York,NY,10029,Mexican
Tutt Cafe,4.0,205,1,Brooklyn,NY,11201,Middle Eastern
A Little Taste,4.5,93,1,New York,NY,10001,Cafes
Birch Coffee,4.0,161,1,New York,NY,10011,Cafes
The Blue Light Speak Cheesy,4.5,65,1,Brooklyn,NY,11216,Sandwiches
People's Pops,4.0,179,1,New York,NY,10014,Ice Cream & Frozen Yogurt
Kabob Shack,4.0,142,1,Brooklyn,NY,11211,Afghan
Holey Cream,3.0,901,1,New York,NY,10019,Desserts
Snow & Cream,4.0,209,1,Brooklyn,NY,11220,Shaved Ice
Patiala Indian Grill,4.0,203,1,New York,NY,10001,Indian
Kwik Gourmet,4.0,234,1,New York,NY,10177,Indian
Ample Hills Creamery,4.5,106,1,Brooklyn,NY,11201,Ice Cream & Frozen Yogurt
Lions & Tigers & Squares Detroit Pizza,4.0,145,1,New York,NY,10011,Pizza
Gnarly Eats,4.0,150,1,Brooklyn,NY,11215,Burgers
Perpetuum Cafe,4.5,96,1,New York,NY,10001,Coffee & Tea
Chennai Garden by Tiffin Wallah,4.0,698,2,New York,NY,10016,Indian
Izakaya NoMad,4.0,590,2,New York,NY,10010,Gastropubs
Cafe Triskell,4.5,402,2,Astoria,NY,11106,French
The Bao,3.5,958,2,New York,NY,10003,Chinese
Mughlai Grill,5.0,176,2,New York,NY,10002,Indian
Peppino's Brick Oven Pizza & Restaurant,4.5,364,2,Brooklyn,NY,11215,Pizza
Doughnut Plant,4.0,504,2,Brooklyn,NY,11217,Donuts
Frankies 457 Spuntino,4.0,710,2,Brooklyn,NY,11231,Italian
Galata Mediterranean Cuisine,4.5,264,2,New York,NY,10016,Turkish
Virgil's Real BBQ,3.5,1394,2,New York,NY,10036,Barbeque
Grom,4.0,525,2,New York,NY,10019,Ice Cream & Frozen Yogurt
Brooklyn Farmacy & Soda Fountain,4.0,613,2,Brooklyn,NY,11231,Ice Cream & Frozen Yogurt
Song,3.5,1020,2,Brooklyn,NY,11215,Thai
The Food Sermon Kitchen,4.5,221,2,Brooklyn,NY,11225,Caribbean
Alice's Tea Cup,4.0,978,2,New York,NY,10023,Breakfast & Brunch
Dar 525,4.5,387,2,Brooklyn,NY,11211,Mediterranean
Patrizia's of Williamsburg,4.0,525,2,Brooklyn,NY,11249,Pizza
Ceci-Cela,4.0,522,2,New York,NY,10012,Bakeries
Lilly's Craft and Kitchen,4.0,571,2,New York,NY,10036,Bars
Kaffe 1668 South,4.0,662,2,New York,NY,10007,Coffee & Tea
Calle Dao - Chelsea,4.5,360,2,New York,NY,10011,Cuban
Emmy Squared - Brooklyn,4.0,478,2,Brooklyn,NY,11211,Pizza
Mémé Mediterranean,4.0,540,2,New York,NY,10014,Mediterranean
The Penrose,4.0,974,2,New York,NY,10028,Gastropubs
Macaron Parlour,4.0,384,2,New York,NY,10009,Bakeries
Piccoli Trattoria,4.0,413,2,Brooklyn,NY,11215,Italian
Cascalote Latin Bistro,4.5,295,2,New York,NY,10029,Latin American
Lady M Cake Boutique,3.5,1060,2,New York,NY,10018,Desserts
Magnolia Bakery West Village,3.0,2227,2,New York,NY,10014,Bakeries
Qi,3.5,1095,2,New York,NY,10036,Thai
Little Pie Company,4.0,629,2,New York,NY,10036,Bakeries
Taste of Persia,4.5,266,2,New York,NY,10011,Persian/Iranian
Hanoi House,4.0,367,2,New York,NY,10009,Vietnamese
Brick Lane Curry House,3.5,955,2,New York,NY,10003,Indian
Paris Baguette,4.0,652,2,New York,NY,10001,Bakeries
Saiguette,4.0,508,2,New York,NY,10025,Vietnamese
The Summit Bar,4.0,380,2,New York,NY,10009,Cocktail Bars
Two 8 Two Bar & Burger,4.0,565,2,Brooklyn,NY,11201,Burgers
Sofia Wine Bar,4.0,584,2,New York,NY,10022,Italian
Beyoglu,3.5,1069,2,New York,NY,10028,Turkish
Lolo's Seafood Shack,4.0,558,2,New York,NY,10026,Seafood
Larb Ubol,4.0,677,2,New York,NY,10018,Thai
Baked,4.0,493,2,Brooklyn,NY,11231,Bakeries
Times Square Diner,4.0,673,2,New York,NY,10019,American (Traditional)
ICHIRAN - Brooklyn,3.5,919,2,Brooklyn,NY,11206,Ramen
Tuk Tuk,4.0,609,2,Long Island City,NY,11101,Thai
Zum Schneider,4.0,568,2,New York,NY,10009,Pubs
Yaso Tangbao,4.0,633,2,Brooklyn,NY,11201,Shanghainese
Agave,3.5,1160,2,New York,NY,10014,Mexican
Ivan Ramen,3.5,1022,2,New York,NY,10002,Ramen
Society Cafe,4.0,101,3,New York,NY,10011,American (New)
Irvington,4.0,174,3,New York,NY,10003,American (New)
Acme,3.5,373,3,New York,NY,10012,American (New)
Rouge Tomate Chelsea,4.0,123,3,New York,NY,10011,American (New)
Bill's Townhouse,4.5,77,3,New York,NY,10022,American (New)
Storico,4.0,186,3,New York,NY,10024,Italian
Library Bar at Hudson,3.5,190,3,New York,NY,10019,Lounges
Rotisserie Georgette,4.0,181,3,New York,NY,10022,French
Method,4.0,85,3,New York,NY,10019,Japanese
Patent Pending,4.0,96,3,New York,NY,10001,Speakeasies
Norwood Club,4.0,102,3,New York,NY,10011,Lounges
Lobster House All You Can Eat Seafood,4.0,232,3,Rego Park,NY,11374,Buffets
Come Prima Ristorante,4.5,65,3,New York,NY,10021,Bars
Blenheim,3.5,188,3,New York,NY,10014,American (New)
Amanda's Restaurant,4.0,518,3,Hoboken,NJ,07030,Breakfast & Brunch
Bedford & Co,4.0,153,3,New York,NY,10016,American (New)
Flûte Midtown,3.5,247,3,New York,NY,10019,Lounges
Caffe dei Fiori,4.5,70,3,New York,NY,10021,Italian
83 1/2,4.0,140,3,New York,NY,10028,Italian
Cecconi's Dumbo,3.0,389,3,Brooklyn,NY,11201,Italian
A Love For Cakes,5.0,46,3,Maspeth,NY,11378,Bakeries
Ecco,4.0,117,3,New York,NY,10007,Italian
Beasts & Bottles,4.0,135,3,Brooklyn,NY,11201,American (New)
La Fonda Del Sol,3.5,301,3,New York,NY,10166,Spanish
Karasu,4.5,67,3,Brooklyn,NY,11217,Japanese
Chumley's,3.5,165,3,New York,NY,10014,Speakeasies
Fausto,4.0,101,3,Brooklyn,NY,11238,Italian
Pasquale Jones,3.5,170,3,New York,NY,10012,Italian
Casa Lever,3.5,189,3,New York,NY,10022,Italian
The Library at The Public,3.5,151,3,New York,NY,10003,American (New)
King Cole Bar,3.5,215,3,New York,NY,10022,Lounges
Casa Apicii,4.0,124,3,New York,NY,10011,Italian
Two E Bar/Lounge,4.0,128,3,New York,NY,10065,Lounges
Arcadia Bar & Kitchen,4.5,48,3,Astoria,NY,11102,Breakfast & Brunch
Korali Estiatorio,4.0,162,3,New York,NY,10128,Greek
Petite Boucherie,4.5,42,3,New York,NY,10014,French
Bar Pleiades,4.5,78,3,New York,NY,10021,Cafes
Monkey Bar,3.5,246,3,New York,NY,10022,American (Traditional)
Roman's,3.5,213,3,Brooklyn,NY,11205,Italian
Fresco By Scotto,3.5,238,3,New York,NY,10022,Italian
Firenze Ristorante,3.5,226,3,New York,NY,10028,Italian
Elio's,4.0,195,3,New York,NY,10028,Italian
Brasserie Cognac,3.5,324,3,New York,NY,10019,French
Anassa Taverna,3.5,256,3,New York,NY,10022,Greek
Zawa Japanese,4.5,56,3,New York,NY,10065,Japanese
Gabriel's Bar & Restaurant,4.0,142,3,New York,NY,10023,Italian
Il Bastardo,3.0,762,3,New York,NY,10001,Breakfast & Brunch
Morrell Wine Bar & Cafe,3.5,213,3,New York,NY,10020,Wine Bars
The National Bar and Dining Rooms,3.0,589,3,New York,NY,10022,American (New)
Megu,3.5,218,3,New York,NY,10011,Japanese
Cake By the Pound At Ruby's Place,4.0,3,1,Omaha,NE,68104,Southern
Little Caesar's Pizza,2.0,9,1,Omaha,NE,68134,Pizza
Taco Bell,2.0,14,1,Omaha,NE,68116,Mexican
Twisted Post Bar and Grill,3.5,3,1,Omaha,NE,68144,American (Traditional)
Carson's Cookie Fix,5.0,1,1,Omaha,NE,68154,Bakeries
Tacos Too,3.0,5,1,Omaha,NE,68102,Mexican
Dairy Queen,2.0,12,1,Omaha,NE,68114,Ice Cream & Frozen Yogurt
Little Caesars Pizza,2.5,7,1,Omaha,NE,68132,Pizza
Wendy's,2.0,11,1,Omaha,NE,68137,Burgers
Sonic Drive-In,2.0,14,1,Omaha,NE,68132,Burgers
Jimmy John's,2.5,10,1,Omaha,NE,68108,Sandwiches
Culver's,3.5,13,1,La Vista,NE,68128,Burgers
McDonald's,2.5,8,1,Omaha,NE,68144,Fast Food
The Drinkery,3.5,3,1,Omaha,NE,68134,Dive Bars
Dairy Queen,2.0,9,1,Omaha,NE,68137,Ice Cream & Frozen Yogurt
Abelardo's,3.5,27,1,Bellevue,NE,68005,Mexican
Therapy Bar and Grill,3.5,3,1,Omaha,NE,68137,Bars
Moe & Curly's Pub,2.5,7,1,Omaha,NE,68164,Bars
Little Caesars Pizza,3.5,3,1,Omaha,NE,68107,Italian
Geneaux's Lounge,5.0,1,1,Omaha,NE,68137,Karaoke
McDonald's,2.5,10,1,Omaha,NE,68137,Fast Food
Burger King,2.0,9,1,Omaha,NE,68131,Fast Food
Sonic Drive-In,2.5,6,1,Omaha,NE,68107,Burgers
Subway,3.0,4,1,Omaha,NE,68102,Sandwiches
McDonald's,2.5,9,1,Omaha,NE,68164,Fast Food
Subway,3.5,3,1,Omaha,NE,68127,Fast Food
Starbucks,4.0,2,1,Omaha,NE,68164,Coffee & Tea
Stoli's Lounge,3.0,4,1,Omaha,NE,68154,Karaoke
Blind Dave's Bar,2.5,8,1,Omaha,NE,68137,Dive Bars
Jimmy John's,2.5,5,1,Omaha,NE,68127,Delis
Firehouse Subs,3.5,15,1,Papillion,NE,68133,Fast Food
Voodoo Lounge,2.5,8,1,Omaha,NE,68118,Cocktail Bars
Redneck Saloon,3.0,4,1,Omaha,NE,68124,Bars
Taqueria El Chavo,4.0,2,1,Omaha,NE,68107,Mexican
Subway,2.5,7,1,Omaha,NE,68137,Fast Food
Scorz Sports Center,3.5,3,1,Omaha,NE,68127,Bowling
KFC,1.5,19,1,Omaha,NE,68144,Fast Food
Starbucks,5.0,1,1,Omaha,NE,68131,Coffee & Tea
Amigos & Kings Classic/Winchell's,3.5,12,1,Papillion,NE,68046,Burgers
Chipotle Mexican Grill,3.5,33,1,Bellevue,NE,68123,Mexican
Jersey Mike's Subs,3.5,14,1,Papillion,NE,68133,Sandwiches
Panaderia El Paraiso,5.0,1,1,Omaha,NE,68107,Mexican
Frosty Treats,5.0,1,1,Omaha,NE,68107,Ice Cream & Frozen Yogurt
Boondockers,2.0,9,1,Omaha,NE,68164,Bars
El Chalateco,3.5,25,1,Bellevue,NE,68005,Mexican
Babes,3.0,5,1,Omaha,NE,68102,Bars
Subway,3.5,2,1,Omaha,NE,68114,Sandwiches
Burger King,3.5,2,1,Omaha,NE,68131,Burgers
Taco Bell,2.0,9,1,Omaha,NE,68116,Mexican
Burger King,2.5,11,1,Omaha,NE,68164,Burgers
KFC,1.5,5,2,Omaha,NE,68117,Fast Food
IHOP,2.0,17,2,La Vista,NE,68128,American (Traditional)
Cookies by Design,5.0,2,2,Omaha,NE,68130,Bakeries
Starbucks,3.0,1,2,Omaha,NE,68122,Coffee & Tea
Valentino's Pizza,3.0,7,2,La Vista,NE,68128,Pizza
Scooter's Coffee,3.0,8,2,Papillion,NE,68046,Coffee & Tea
Village Inn,2.5,22,2,Bellevue,NE,68005,Diners
Subway,2.5,3,2,Omaha,NE,68106,Fast Food
Applebee's Grill + Bar,2.5,21,2,Bellevue,NE,68123,American (Traditional)
Domino's Pizza,5.0,1,2,Omaha,NE,68107,Pizza
Stir Cove Backstage Grill,3.0,6,2,Council Bluffs,IA,51501,American (New)
Casey's General Store,4.5,2,2,Papillion,NE,68046,Convenience Stores
B's Gluten Free Bakery,1.0,1,2,Omaha,NE,68137,Desserts
Pharaoh's Bellevue Keno,3.5,5,2,Bellevue,NE,68005,American (New)
Wendy's,2.0,3,2,Omaha,NE,68127,Fast Food
JH China,1.0,2,2,Omaha,NE,68112,Chinese
Burger King,2.0,5,2,La Vista,NE,68128,Burgers
Family Fare Supermarket,2.5,3,2,Papillion,NE,68046,Grocery
Fresh Market Square Buffet,2.5,5,2,Council Bluffs,IA,51501,Buffets
Starbucks,3.0,2,2,Papillion,NE,68046,Coffee & Tea
Sinnott's Sand Bar,5.0,2,2,Papillion,NE,68046,Sports Bars
Starbucks,3.0,2,2,Papillion,NE,68046,Coffee & Tea
Golden Gate Market Deli & Liquor,4.5,99,1,San Francisco,CA,94123,Delis
Duc Loi Supermarket,4.0,211,1,San Francisco,CA,94110,Delis
TJ Cups,4.0,221,1,San Francisco,CA,94122,Bubble Tea
Gallery Cafe,4.0,272,1,San Francisco,CA,94108,Coffee & Tea
Crepes Ooh La La,4.0,152,1,San Francisco,CA,94109,Creperies
Urbean,4.0,215,1,San Francisco,CA,94102,Coffee & Tea
Dapper Dog,4.0,158,1,San Francisco,CA,94114,Hot Dogs
The Pork Exchange,4.5,83,1,San Francisco,CA,94109,Asian Fusion
Kozy Kar,3.5,399,1,San Francisco,CA,94109,Lounges
Taqueria Guadalajara,4.0,268,1,San Francisco,CA,94110,Mexican
Sweet Chinito Coffee,4.5,92,1,San Francisco,CA,94110,Coffee & Tea
Rossi's Deli,4.5,131,1,San Francisco,CA,94114,Delis
The Mix,4.0,267,1,San Francisco,CA,94114,Gay Bars
Creperie Saint Germain,3.5,313,1,San Francisco,CA,94105,Creperies
Make Out Room,3.5,452,1,San Francisco,CA,94110,Dance Clubs
Boudin Bakery,4.0,190,1,San Francisco,CA,94118,Bakeries
Eden Plaza Cafe,4.0,167,1,San Francisco,CA,94107,Delis
Sweetheart Cafe,3.5,406,1,San Francisco,CA,94108,Bubble Tea
Sun Kwong Restaurant,4.0,178,1,San Francisco,CA,94109,Chinese
Enter The Cafe,4.5,79,1,San Francisco,CA,94133,Ice Cream & Frozen Yogurt
Taqueria San Francisco,4.0,229,1,San Francisco,CA,94110,Mexican
Let's Roll Ice Creamery,4.0,240,1,San Francisco,CA,94122,Ice Cream & Frozen Yogurt
Phone Booth,4.0,258,1,San Francisco,CA,94110,Dive Bars
Double Decker,3.5,403,1,San Francisco,CA,94102,Burgers
Elaine's Kitchen,4.0,320,1,San Francisco,CA,94133,Chinese
Clement BBQ,4.0,249,1,San Francisco,CA,94118,Dim Sum
ETC Dessert Cafe,3.5,294,1,San Francisco,CA,94122,Desserts
Lam Hoa Thuan Restaurant,3.5,477,1,San Francisco,CA,94122,Vietnamese
Special Xtra,4.0,152,1,San Francisco,CA,94105,Coffee & Tea
Taqueria Cancun,3.5,382,1,San Francisco,CA,94103,Mexican
South Beach Cafe,3.5,401,1,San Francisco,CA,94107,Italian
Monterey Deli,4.5,106,1,San Francisco,CA,94127,Delis
Gordo Taqueria,3.5,642,1,San Francisco,CA,94122,Mexican
Napoleon Super Bakery,4.0,228,1,San Francisco,CA,94108,Bakeries
Pakwan Restaurant - O'Farrell Street,3.5,377,1,San Francisco,CA,94102,Indian
Enough Tea & Coffee,4.5,87,1,San Francisco,CA,94108,Coffee & Tea
Mai's Vietnamese Restaurant,4.0,294,1,San Francisco,CA,94118,Vietnamese
Golden Lotus,4.0,197,1,San Francisco,CA,94109,Vietnamese
El Rincón Yucateco,4.5,134,1,San Francisco,CA,94102,Mexican
Taiwan Restaurant,3.5,396,1,San Francisco,CA,94118,Taiwanese
Lee's Sandwiches,3.0,651,1,San Francisco,CA,94109,Sandwiches
Mexico au Parc,3.5,339,1,San Francisco,CA,94107,Mexican
Won-Ton-House,3.5,448,1,San Francisco,CA,94122,Cantonese
The Blarney Stone,4.0,220,1,San Francisco,CA,94121,Pubs
Taqueria Cancun,3.5,346,1,San Francisco,CA,94110,Mexican
Panera Bread,3.5,488,1,San Francisco,CA,94158,Sandwiches
Tancca,4.0,127,1,San Francisco,CA,94118,Bubble Tea
Thanh Tam II,3.5,383,1,San Francisco,CA,94110,Vietnamese
Junior Barbecue Burger,4.5,69,1,San Francisco,CA,94124,Food Stands
Starbucks,3.5,407,1,San Francisco,CA,94118,Coffee & Tea
Yukol Place Thai Cuisine,4.0,365,2,San Francisco,CA,94123,Thai
Sens Restaurant,3.5,873,2,San Francisco,CA,94111,Venues & Event Spaces
Little Sheep Mongolian Hot Pot,4.0,471,2,San Francisco,CA,94102,Mongolian
Saucy Asian,4.5,221,2,San Francisco,CA,94114,Korean
Mariposa Baking,4.0,356,2,San Francisco,CA,94111,Bakeries
20 Spot,4.5,223,2,San Francisco,CA,94110,American (New)
Basil Canteen,4.0,510,2,San Francisco,CA,94103,Thai
Frjtz,3.5,1261,2,San Francisco,CA,94110,Waffles
Curbside Cafe,3.5,673,2,San Francisco,CA,94115,Breakfast & Brunch
pomelo on Judah,4.0,421,2,San Francisco,CA,94122,Asian Fusion
Mission Picnic,4.0,284,2,San Francisco,CA,94110,Sandwiches
Caffé DeLucchi,3.5,902,2,San Francisco,CA,94133,Italian
Daily Grill,3.5,1089,2,San Francisco,CA,94102,American (Traditional)
Enjoy Vegetarian Restaurant,4.0,481,2,San Francisco,CA,94108,Chinese
Alamo Square Seafood Grill,4.0,609,2,San Francisco,CA,94117,Seafood
Red Blossom Tea Company,4.5,242,2,San Francisco,CA,94108,Tea Rooms
Mel's Drive-In,3.0,1861,2,San Francisco,CA,94103,American (Traditional)
Sushi Toni,4.0,586,2,San Francisco,CA,94108,Sushi Bars
Papito Hayes,4.0,475,2,San Francisco,CA,94102,Mexican
The Pub At Ghirardelli Square,3.5,836,2,San Francisco,CA,94109,Barbeque
Oasis,4.5,199,2,San Francisco,CA,94103,Gay Bars
robberbaron,4.5,145,2,San Francisco,CA,94109,Wine Bars
Emmy's Spaghetti Shack,4.0,388,2,San Francisco,CA,94110,Italian
Victoria Pastry,4.0,471,2,San Francisco,CA,94133,Bakeries
Fresca,3.5,911,2,San Francisco,CA,94114,Peruvian
A Desi Cafe,4.5,229,2,San Francisco,CA,94122,Indian
Spiazzo Ristorante,4.0,592,2,San Francisco,CA,94127,Italian
Social Kitchen & Brewery,3.5,897,2,San Francisco,CA,94122,Breweries
Nan King Road Bistro,4.0,596,2,San Francisco,CA,94122,Chinese
Lokma,4.5,131,2,San Francisco,CA,94121,Mediterranean
Bartlett Hall,3.5,749,2,San Francisco,CA,94102,Breweries
Burger Bar,3.0,2179,2,San Francisco,CA,94102,Burgers
Ramen Yamadaya,3.5,1198,2,San Francisco,CA,94115,Ramen
Dobbs Ferry Restaurant,4.0,541,2,San Francisco,CA,94102,American (Traditional)
The Grove - Hayes,3.5,954,2,San Francisco,CA,94102,American (New)
Sushi Zen,4.0,566,2,San Francisco,CA,94116,Sushi Bars
Lime Tree Southeast Asian Kitchen,4.0,277,2,San Francisco,CA,94118,Malaysian
Split Pea Seduction,4.0,285,2,San Francisco,CA,94103,Sandwiches
Fujiyama-Ya Japanese Restaurant,4.0,496,2,San Francisco,CA,94122,Japanese
Ristorante Parma,4.0,365,2,San Francisco,CA,94123,Italian
BARZOTTO,4.0,412,2,San Francisco,CA,94110,Italian
Pagan Restaurant,4.0,501,2,San  Francisco,CA,94121,Thai
Shin Toe Bul Yi,4.0,577,2,San Francisco,CA,94116,Korean
